bhk,type,area,region,status,age,final_price_lakhs
1,0,6.226536669287466,179,0,0,108.0
1,0,6.226536669287466,179,0,0,108.0
2,0,6.320768294250582,106,1,0,142.0
2,0,6.4692503167957724,106,1,0,158.0
2,0,6.246106765481563,106,1,0,124.0
2,0,6.4692503167957724,106,1,0,158.0
2,0,6.455198563340122,106,1,0,165.0
1,0,6.226536669287466,179,0,0,108.0
4,0,7.585788821732034,206,1,0,689.0
4,0,7.585788821732034,206,1,0,689.0
2,0,6.580639137284949,147,1,0,57.07
1,0,6.244166900663736,147,1,0,38.74
1,0,6.244166900663736,147,1,0,38.74
